,Category,Resume
347,Java Developer,education detail august 2010 may 2017 electronics communication jabalpur madhya pradesh takshshila institute technology java developer skill detail java javascript exprience 6 monthscompany detail company wab softwere pvt description java developer
348,Java Developer,technical skill trained project acquired skill language known c j2ee spring hibernate testing functional testing manual testing operating system window linux package database sql detail january 2013 january 2017 computer science engineering rtmnu university jhulelal institute technology january 2011 january 2013 hsc nagpur maharashtra maharashtra state board dayanand arya kanya junior college january 2010 january 2011 ssc nagpur maharashtra maharashtra state board java developer java developer inouvelle venture private limited skill detail exprience 17 month exprience 6 month exprience 6 month functional exprience 6 month exprience 6 monthscompany detail company inouvelle venture private limited description nagpur project name stock management system december 2017 till date language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer operating system window description stock management system specially developing medicinal market software developing keep track medicine ailment surgical equipment also keep track wholesaler retailer employee customer company stock management system practice ordering storing tracking controlling inventory debtor invoicing software help small business freelancer keep track company asset stock management may also called stock control inventory management inventory control company inouvelle venture private limited description project profile company inouvelle venture private limited description language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer manual testing operating system window description project done oldest printing press nagpur proposed web based printing press management system designed according user system requirement fulfil existing problem system offer product service enhance organization growth efficiency profitability
349,Java Developer,technical skill skill java sql c bootstrap jsp ext j operating system window tool toad eclipse soapbox postman database oracle detail january 2017 computer technology gondia maharashtra manoharbhai patel institute engineering technology hsc gondia maharashtra science college java developer java developer xoriant solution pvt ltd skill detail company detail company xoriant solution pvt ltd description pune period sept 2017 till date role java developer description resrent team responsible development various module hertz responsible development screen portfolio look act primary control function developing webservices ensure hit xml json build various module inbuilt hertz provide interface end user task tool eclipse toad soapbox postman responsibility develop module backend middleware frontend bug fixing proactive developing enhancement resolve application incident within defined ucs creating different task ticket well debug provide solution workflow resolving db issue providing technical support ba keeping track deployment effect ongoing job contribution towards automation daily activity process based organization delivery meeting customer quality expectation maintain knowledge base domain known defect issue process development technique company xoriant solution pvt ltd description strong communication collaboration team building skill proficiency grasping new technical concept quickly utilize productive manner experience development web application resolve project related issue minimal time able communicate effectively multifunctional team programmer technical staff level good knowledge java sql ext j jsp xml web service good interpersonal analytical skill proven ability resolving complex software issue
350,Java Developer,technical strength computer language swift html shell script mysql database mysql tool svn jenkins hudson weblogic12c software android studio eclipse oracle xcode operating system win 10 mac high sierra education detail june 2016 information technology goregaon maharashtra vidyalankar institute technology may 2013 mumbai maharashtra thakur polytechnic may 2010 mumbai maharashtra john universal school java developer java developer tech mahindra skill detail exprience 21 month exprience 21 month exprience 17 month exprience 17 month exprience 6 monthscompany detail company tech mahindra description team size 5 environment java mysql shell script webserver jenkins description application take input file geneva modified file gmf geneva server read data generate bill backup bill invoice client customer bt invoice would sent across client billing contribution played role java developer involved applying change request current module worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug prepare required program level documentation company tech mahindra description team size 5 environment java ejb mysql shell script webserver weblogic12c server jenkins description staa encapsulation middleware layer acting interface client operational support system legacy system transforms legacy data various format tlv input form staa validation done response sent back end system back end system cs cosmos database business method deployed ejbs weblogic server shared across various market facing unit client contribution played role java developer involved creating service using worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug worked migration java java
351,Java Developer,education detail january 2013 master engineering information technology pune maharashtra january 2005 bachelor engineering information technology pusad maharashtra amravati university january 2001 pusad maharashtra junior college january 1999 pusad maharashtra java developer java developer maxgen technology skill detail company detail company maxgen technology description currently working infrasoft technology andheri java developer company mi generation tata sky tata power description course done android app development technology java advance java jsf hibernate spring niit android project location detector computing mobile device android project data deduplication project work reduce redundant data system free memory store unique copy data location data help pointer access data java subject taught c language core java object oriented programming database pps programming problem solving ad advance database ia information assurance security android programming skill c java android database handled m access sql oracle national conference paper presented secure cipher index encrypted character data database dated april 2011 pimpri chinchwad college engineering pune
352,Java Developer,education detail pjlce java developer java developer skill detail exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience 24 month exprience le 1 year month java exprience le 1 year month exprience 6 month exprience 6 month exprience 6 monthscompany detail company almighty tech pvt ltd nagpur description java developer organisation almighty tech pvt ltd nagpur designation java developer duration 1st jan 2018 notice period 15 day job responsibility resolve bug develop project per user requirement knowledge programming language c d java swing jdbc j2ee java script jquery ajax m office excel
353,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
354,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
355,Java Developer,operating system window xp 7 visual basic uml packet tracer web technology core java advance java jsp hibernate spring language known c database sql area interest software development programming academic project detail diploma title banking software description used gsm technology transaction message security purpose window xp technology used frontend visual basic backend oracle 9i title single sign description created single sign mechanism network security window 7 technology used frontend java backend oracle 10g title text based graphical password overcome shoulder surfing attack description created secure password system using random printing algo window 10 technology used frontend java backend mysql company title agriculture management system description created web application agriculture system farming window 10 technology used frontend hibernate backend mysql education detail june 2015 february 2018 computer computer pune maharashtra savitribai phule pune university june 2007 solapur maharashtra maharashtra secondary board java developer java developer skill detail exprience 6 month exprience 6 month exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company maxgen technology description working java developer hibernate technology developing web application using jsp servlet hibernate company prakshal academy description working trainer taught ccna routing switching
356,Java Developer,computer skill language script jsp servlet html cs java script jquery ajax spring hibernate operating system microsoft database sql concept oops core java advance java development tool eclipse net bean ide web server apache tomcat detail january 2007 amravati maharashtra vidyabharati college january 2005 amravati maharashtra holy cross english school java developer java developer kunal service pvt ltd skill detail exprience le 1 year month exprience 14 month exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company kunal service pvt ltd description currently working java developer winsol solution pvt ltd 1 july 2017 till date experience 2 yr java developer kunal service pvt ltd
357,Java Developer,education detail january 2016 information technology pune maharashtra sawitribai phule pune university java developer java developer vertical software skill detail company detail company vertical software description expertise design development web application using j2ee servlets jsp javascript html cs jquery ajax json experienced developing application using mvc architecture good understanding software development life cycle phase requirement gathering analysis design development unit testing language open source java j2ee spring hibernate frame work scripting language server java jsp servlets db side program jdbc javascript jquery ajax json application server tomcat database mongodb mysql ides eclipse project title expense ledger role java developer tool technology java jsp servlet mysql javascript json jquery ajax project title trimurti developer realestate role java developer tool technology java jsp servlet mysql javascript json jquery ajax project title vimay enterprise role java developer tool technology java jsp spring hibernate maven jquery ajax company higher secondary school description pune
358,Java Developer,technical skill programming language java servlet jsp spring boot web technology html5 css3 bootstrap javascript jquery ajax angularjs database mysql ide tool eclipse spring tool suit net bean sublime text atom operating system window xp 7 8 achievement java developer certificate unanth technical institute java certificate solo learn command line crash course certificate udemy job detail education detail january 2018 pune maharashtra pune university january 2015 amravati maharashtra amravati university january 2012 amravati maharashtra amravati university january 2010 amravati maharashtra amravati university java developer full stack java developer skill detail exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month spring exprience le 1 year monthscompany detail company salcluster technology description worked java developer developed 3 project using java servlet jsp ajax web technology company salcluster technology llp description technology core java servlet jsp html5 css3 bootstrap javascript jquery ajax bootstrap project detail 1 title gst sale billing software status completed duration month abstract web application made using java servlet jsp javascript jquery ajax mysql back end client website used billing includes gst billing generate print invoice five master page four common page master include customer master item master uom master setup master reason master common page like sale order payment sale return invoice 2 title dinman news website status completed duration 1 month abstract website project using java servlet jsp javascript jquery ajax mysql back end client website used displaying online video text news 2 title agri management website status completed duration month abstract website project using java servlet jsp javascript jquery ajax mysql back end used purchasing selling vegetable india company omegasoft technology description company name omegasoft technology iso certified company duration 5 month technology java spring hibernate angularjs ajax kendoui bootstrap architecture mvc architecture service based programming project module login registration role assignment payment internship project detail 1 title employment time status completed duration 4 month abstract website project using java spring hibernate angular j ajax mysql back end client website used posting newspaper india 12 module admin panel posting subscription many light weight website built using mvc architecture service based architecture also post advertisement website share news facebook social medium directly payment module user able make payment online debit credit card
359,Java Developer,skill 1 team leading 2 3 hard working strength ready learn new programming language punctual discipline respectfulness declaration hereby inform statement made true best knowledge belief education detail august 2014 july 2017 mca computer sciene amravati maharashtra sgbau amaravti java web developer skill detail core java jsp servlet spring hibernate strut exprience 6 monthscompany detail company salcluster technology description java web developer jsp servlet sprinng mvc technology
360,Java Developer,skill language java operating system window linux centos database oracle sql derby embedded db ide eclipse oxygen tool sonarqube putty responsibilitis participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order collaborated developer identify alleviate number bug software provided maintenance development bug fix patch set existing application education detail bachelor engineering computer savitribai phule pune university java developer java developer aurus tech pvt ltd skill detail exprience 32 month exprience 6 month adavance exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company aurus tech pvt ltd description 2 year experience working payment gateway solution provider core java hardworking java developer enthusiastic working multicultural team company aurus tech pvt description participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order â collaborated developer identify alleviate number bug software provided continued maintenance development bug fix patch set existing application
361,Java Developer,education detail august 2010 may 2017 electronics communication jabalpur madhya pradesh takshshila institute technology java developer skill detail java javascript exprience 6 monthscompany detail company wab softwere pvt description java developer
362,Java Developer,technical skill trained project acquired skill language known c j2ee spring hibernate testing functional testing manual testing operating system window linux package database sql detail january 2013 january 2017 computer science engineering rtmnu university jhulelal institute technology january 2011 january 2013 hsc nagpur maharashtra maharashtra state board dayanand arya kanya junior college january 2010 january 2011 ssc nagpur maharashtra maharashtra state board java developer java developer inouvelle venture private limited skill detail exprience 17 month exprience 6 month exprience 6 month functional exprience 6 month exprience 6 monthscompany detail company inouvelle venture private limited description nagpur project name stock management system december 2017 till date language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer operating system window description stock management system specially developing medicinal market software developing keep track medicine ailment surgical equipment also keep track wholesaler retailer employee customer company stock management system practice ordering storing tracking controlling inventory debtor invoicing software help small business freelancer keep track company asset stock management may also called stock control inventory management inventory control company inouvelle venture private limited description project profile company inouvelle venture private limited description language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer manual testing operating system window description project done oldest printing press nagpur proposed web based printing press management system designed according user system requirement fulfil existing problem system offer product service enhance organization growth efficiency profitability
363,Java Developer,technical skill skill java sql c bootstrap jsp ext j operating system window tool toad eclipse soapbox postman database oracle detail january 2017 computer technology gondia maharashtra manoharbhai patel institute engineering technology hsc gondia maharashtra science college java developer java developer xoriant solution pvt ltd skill detail company detail company xoriant solution pvt ltd description pune period sept 2017 till date role java developer description resrent team responsible development various module hertz responsible development screen portfolio look act primary control function developing webservices ensure hit xml json build various module inbuilt hertz provide interface end user task tool eclipse toad soapbox postman responsibility develop module backend middleware frontend bug fixing proactive developing enhancement resolve application incident within defined ucs creating different task ticket well debug provide solution workflow resolving db issue providing technical support ba keeping track deployment effect ongoing job contribution towards automation daily activity process based organization delivery meeting customer quality expectation maintain knowledge base domain known defect issue process development technique company xoriant solution pvt ltd description strong communication collaboration team building skill proficiency grasping new technical concept quickly utilize productive manner experience development web application resolve project related issue minimal time able communicate effectively multifunctional team programmer technical staff level good knowledge java sql ext j jsp xml web service good interpersonal analytical skill proven ability resolving complex software issue
364,Java Developer,technical strength computer language swift html shell script mysql database mysql tool svn jenkins hudson weblogic12c software android studio eclipse oracle xcode operating system win 10 mac high sierra education detail june 2016 information technology goregaon maharashtra vidyalankar institute technology may 2013 mumbai maharashtra thakur polytechnic may 2010 mumbai maharashtra john universal school java developer java developer tech mahindra skill detail exprience 21 month exprience 21 month exprience 17 month exprience 17 month exprience 6 monthscompany detail company tech mahindra description team size 5 environment java mysql shell script webserver jenkins description application take input file geneva modified file gmf geneva server read data generate bill backup bill invoice client customer bt invoice would sent across client billing contribution played role java developer involved applying change request current module worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug prepare required program level documentation company tech mahindra description team size 5 environment java ejb mysql shell script webserver weblogic12c server jenkins description staa encapsulation middleware layer acting interface client operational support system legacy system transforms legacy data various format tlv input form staa validation done response sent back end system back end system cs cosmos database business method deployed ejbs weblogic server shared across various market facing unit client contribution played role java developer involved creating service using worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug worked migration java java
365,Java Developer,education detail january 2013 master engineering information technology pune maharashtra january 2005 bachelor engineering information technology pusad maharashtra amravati university january 2001 pusad maharashtra junior college january 1999 pusad maharashtra java developer java developer maxgen technology skill detail company detail company maxgen technology description currently working infrasoft technology andheri java developer company mi generation tata sky tata power description course done android app development technology java advance java jsf hibernate spring niit android project location detector computing mobile device android project data deduplication project work reduce redundant data system free memory store unique copy data location data help pointer access data java subject taught c language core java object oriented programming database pps programming problem solving ad advance database ia information assurance security android programming skill c java android database handled m access sql oracle national conference paper presented secure cipher index encrypted character data database dated april 2011 pimpri chinchwad college engineering pune
366,Java Developer,education detail pjlce java developer java developer skill detail exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience 24 month exprience le 1 year month java exprience le 1 year month exprience 6 month exprience 6 month exprience 6 monthscompany detail company almighty tech pvt ltd nagpur description java developer organisation almighty tech pvt ltd nagpur designation java developer duration 1st jan 2018 notice period 15 day job responsibility resolve bug develop project per user requirement knowledge programming language c d java swing jdbc j2ee java script jquery ajax m office excel
367,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
368,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
369,Java Developer,operating system window xp 7 visual basic uml packet tracer web technology core java advance java jsp hibernate spring language known c database sql area interest software development programming academic project detail diploma title banking software description used gsm technology transaction message security purpose window xp technology used frontend visual basic backend oracle 9i title single sign description created single sign mechanism network security window 7 technology used frontend java backend oracle 10g title text based graphical password overcome shoulder surfing attack description created secure password system using random printing algo window 10 technology used frontend java backend mysql company title agriculture management system description created web application agriculture system farming window 10 technology used frontend hibernate backend mysql education detail june 2015 february 2018 computer computer pune maharashtra savitribai phule pune university june 2007 solapur maharashtra maharashtra secondary board java developer java developer skill detail exprience 6 month exprience 6 month exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company maxgen technology description working java developer hibernate technology developing web application using jsp servlet hibernate company prakshal academy description working trainer taught ccna routing switching
370,Java Developer,computer skill language script jsp servlet html cs java script jquery ajax spring hibernate operating system microsoft database sql concept oops core java advance java development tool eclipse net bean ide web server apache tomcat detail january 2007 amravati maharashtra vidyabharati college january 2005 amravati maharashtra holy cross english school java developer java developer kunal service pvt ltd skill detail exprience le 1 year month exprience 14 month exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company kunal service pvt ltd description currently working java developer winsol solution pvt ltd 1 july 2017 till date experience 2 yr java developer kunal service pvt ltd
371,Java Developer,education detail january 2016 information technology pune maharashtra sawitribai phule pune university java developer java developer vertical software skill detail company detail company vertical software description expertise design development web application using j2ee servlets jsp javascript html cs jquery ajax json experienced developing application using mvc architecture good understanding software development life cycle phase requirement gathering analysis design development unit testing language open source java j2ee spring hibernate frame work scripting language server java jsp servlets db side program jdbc javascript jquery ajax json application server tomcat database mongodb mysql ides eclipse project title expense ledger role java developer tool technology java jsp servlet mysql javascript json jquery ajax project title trimurti developer realestate role java developer tool technology java jsp servlet mysql javascript json jquery ajax project title vimay enterprise role java developer tool technology java jsp spring hibernate maven jquery ajax company higher secondary school description pune
372,Java Developer,technical skill programming language java servlet jsp spring boot web technology html5 css3 bootstrap javascript jquery ajax angularjs database mysql ide tool eclipse spring tool suit net bean sublime text atom operating system window xp 7 8 achievement java developer certificate unanth technical institute java certificate solo learn command line crash course certificate udemy job detail education detail january 2018 pune maharashtra pune university january 2015 amravati maharashtra amravati university january 2012 amravati maharashtra amravati university january 2010 amravati maharashtra amravati university java developer full stack java developer skill detail exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month spring exprience le 1 year monthscompany detail company salcluster technology description worked java developer developed 3 project using java servlet jsp ajax web technology company salcluster technology llp description technology core java servlet jsp html5 css3 bootstrap javascript jquery ajax bootstrap project detail 1 title gst sale billing software status completed duration month abstract web application made using java servlet jsp javascript jquery ajax mysql back end client website used billing includes gst billing generate print invoice five master page four common page master include customer master item master uom master setup master reason master common page like sale order payment sale return invoice 2 title dinman news website status completed duration 1 month abstract website project using java servlet jsp javascript jquery ajax mysql back end client website used displaying online video text news 2 title agri management website status completed duration month abstract website project using java servlet jsp javascript jquery ajax mysql back end used purchasing selling vegetable india company omegasoft technology description company name omegasoft technology iso certified company duration 5 month technology java spring hibernate angularjs ajax kendoui bootstrap architecture mvc architecture service based programming project module login registration role assignment payment internship project detail 1 title employment time status completed duration 4 month abstract website project using java spring hibernate angular j ajax mysql back end client website used posting newspaper india 12 module admin panel posting subscription many light weight website built using mvc architecture service based architecture also post advertisement website share news facebook social medium directly payment module user able make payment online debit credit card
373,Java Developer,skill 1 team leading 2 3 hard working strength ready learn new programming language punctual discipline respectfulness declaration hereby inform statement made true best knowledge belief education detail august 2014 july 2017 mca computer sciene amravati maharashtra sgbau amaravti java web developer skill detail core java jsp servlet spring hibernate strut exprience 6 monthscompany detail company salcluster technology description java web developer jsp servlet sprinng mvc technology
374,Java Developer,skill language java operating system window linux centos database oracle sql derby embedded db ide eclipse oxygen tool sonarqube putty responsibilitis participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order collaborated developer identify alleviate number bug software provided maintenance development bug fix patch set existing application education detail bachelor engineering computer savitribai phule pune university java developer java developer aurus tech pvt ltd skill detail exprience 32 month exprience 6 month adavance exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company aurus tech pvt ltd description 2 year experience working payment gateway solution provider core java hardworking java developer enthusiastic working multicultural team company aurus tech pvt description participated requirement gathering design development meeting reviewed code debugged error improve performance coordinated system partner finalize design confirm requirement consistently met deadline requirement production work order â collaborated developer identify alleviate number bug software provided continued maintenance development bug fix patch set existing application
375,Java Developer,education detail august 2010 may 2017 electronics communication jabalpur madhya pradesh takshshila institute technology java developer skill detail java javascript exprience 6 monthscompany detail company wab softwere pvt description java developer
376,Java Developer,technical skill trained project acquired skill language known c j2ee spring hibernate testing functional testing manual testing operating system window linux package database sql detail january 2013 january 2017 computer science engineering rtmnu university jhulelal institute technology january 2011 january 2013 hsc nagpur maharashtra maharashtra state board dayanand arya kanya junior college january 2010 january 2011 ssc nagpur maharashtra maharashtra state board java developer java developer inouvelle venture private limited skill detail exprience 17 month exprience 6 month exprience 6 month functional exprience 6 month exprience 6 monthscompany detail company inouvelle venture private limited description nagpur project name stock management system december 2017 till date language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer operating system window description stock management system specially developing medicinal market software developing keep track medicine ailment surgical equipment also keep track wholesaler retailer employee customer company stock management system practice ordering storing tracking controlling inventory debtor invoicing software help small business freelancer keep track company asset stock management may also called stock control inventory management inventory control company inouvelle venture private limited description project profile company inouvelle venture private limited description language implementation angular frontend java j2ee spring hibernate framework backend postgressql database role java developer manual testing operating system window description project done oldest printing press nagpur proposed web based printing press management system designed according user system requirement fulfil existing problem system offer product service enhance organization growth efficiency profitability
377,Java Developer,technical skill skill java sql c bootstrap jsp ext j operating system window tool toad eclipse soapbox postman database oracle detail january 2017 computer technology gondia maharashtra manoharbhai patel institute engineering technology hsc gondia maharashtra science college java developer java developer xoriant solution pvt ltd skill detail company detail company xoriant solution pvt ltd description pune period sept 2017 till date role java developer description resrent team responsible development various module hertz responsible development screen portfolio look act primary control function developing webservices ensure hit xml json build various module inbuilt hertz provide interface end user task tool eclipse toad soapbox postman responsibility develop module backend middleware frontend bug fixing proactive developing enhancement resolve application incident within defined ucs creating different task ticket well debug provide solution workflow resolving db issue providing technical support ba keeping track deployment effect ongoing job contribution towards automation daily activity process based organization delivery meeting customer quality expectation maintain knowledge base domain known defect issue process development technique company xoriant solution pvt ltd description strong communication collaboration team building skill proficiency grasping new technical concept quickly utilize productive manner experience development web application resolve project related issue minimal time able communicate effectively multifunctional team programmer technical staff level good knowledge java sql ext j jsp xml web service good interpersonal analytical skill proven ability resolving complex software issue
378,Java Developer,technical strength computer language swift html shell script mysql database mysql tool svn jenkins hudson weblogic12c software android studio eclipse oracle xcode operating system win 10 mac high sierra education detail june 2016 information technology goregaon maharashtra vidyalankar institute technology may 2013 mumbai maharashtra thakur polytechnic may 2010 mumbai maharashtra john universal school java developer java developer tech mahindra skill detail exprience 21 month exprience 21 month exprience 17 month exprience 17 month exprience 6 monthscompany detail company tech mahindra description team size 5 environment java mysql shell script webserver jenkins description application take input file geneva modified file gmf geneva server read data generate bill backup bill invoice client customer bt invoice would sent across client billing contribution played role java developer involved applying change request current module worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug prepare required program level documentation company tech mahindra description team size 5 environment java ejb mysql shell script webserver weblogic12c server jenkins description staa encapsulation middleware layer acting interface client operational support system legacy system transforms legacy data various format tlv input form staa validation done response sent back end system back end system cs cosmos database business method deployed ejbs weblogic server shared across various market facing unit client contribution played role java developer involved creating service using worked requirement analysis development user story also preformed dev unit testing user story handled e2e issue fixing bug worked migration java java
379,Java Developer,education detail january 2013 master engineering information technology pune maharashtra january 2005 bachelor engineering information technology pusad maharashtra amravati university january 2001 pusad maharashtra junior college january 1999 pusad maharashtra java developer java developer maxgen technology skill detail company detail company maxgen technology description currently working infrasoft technology andheri java developer company mi generation tata sky tata power description course done android app development technology java advance java jsf hibernate spring niit android project location detector computing mobile device android project data deduplication project work reduce redundant data system free memory store unique copy data location data help pointer access data java subject taught c language core java object oriented programming database pps programming problem solving ad advance database ia information assurance security android programming skill c java android database handled m access sql oracle national conference paper presented secure cipher index encrypted character data database dated april 2011 pimpri chinchwad college engineering pune
380,Java Developer,education detail pjlce java developer java developer skill detail exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience 24 month exprience le 1 year month java exprience le 1 year month exprience 6 month exprience 6 month exprience 6 monthscompany detail company almighty tech pvt ltd nagpur description java developer organisation almighty tech pvt ltd nagpur designation java developer duration 1st jan 2018 notice period 15 day job responsibility resolve bug develop project per user requirement knowledge programming language c d java swing jdbc j2ee java script jquery ajax m office excel
381,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
382,Java Developer,technicalskills springmvc hibernate jdbc java j2ee azureweb suntechnologies service jsp strut servlet restapi scripting javascript ajax html json opensourcetechnologies php database mssql mysql oracle webservers apachetomcatserver internettechnologiesand onesignalwebpushnotifications azurewebservices framework ionic html json operatingsystem windowsserver2012r2 linux mac o education detail august 2013 july 2016 computer engineering nashik maharashtra late sapkal coe nashik july 2009 june 2013 diploma computer technology nashik maharashtra k k wagh polytechnic nashik java developer java developer skill detail exprience 12 month exprience 24 month exprience 24 month exprience 6 month exprience 24 month spring exprience 12 month ionic exprience 6 month angular exprience 6 month exprience le 1 year month exprience le 1 year monthscompany detail company replete business solution pvt ltd description working java developer spring mvc mysql mssql java j2ee ajax javascript ionic 3 framework angular j etc technology
